address,latitude,longitude,sold,price,area,cbd,station,school
"259 Marri Park Drive,Casuarina,6167",-32.23066,115.87632,2010/9/1,750000,200,31100,3100,4.38760707
"36 Dale Place,Orange Grove,6109",-32.02945474,116.0172333,2010/9/1,830000,206,17100,3900,3.25122726
"251 Boulonnais Drive,Brigadoon,6069",-31.7897,116.07523,2010/9/1,940000,220,27300,13300,8.503500969
"23 Aquaviva Circle,Viveash,6056",-31.883616,116.000289,2010/9/1,640000,200,15400,875,0.683095132
"510 Marshwood Place,Sawyers Valley,6074",-31.89428,116.21726,2010/9/1,670000,120,34500,20400,2.275027251
"17 Leawood Crescent,Boya,6056",-31.91795,116.05115,2010/9/1,570000,191,18600,5600,2.191080568
"3 Vilberie Close,Kiara,6054",-31.88303,115.94252,2010/9/1,435000,157,11000,2300,0.936200248
"22 Hollis Street,Samson,6163",-32.07360744,115.795377,2010/9/1,535000,238,14800,5300,0.214598356
"2 Koolgoo Way,Koongamia,6056",-31.90883995,116.0393999,2010/9/1,295000,65,17700,4100,2.421152448
"12 Currawong Crescent,Walliston,6076",-31.99134,116.06953,2010/9/1,422500,147,20400,10400,1.74935876
"25 Pure Steel Lane,Mundijong,6123",-32.29419,115.96257,2010/9/1,735000,110,39300,14100,3.8385864
"27 Ashby Terrace,Viveash,6056",-31.87725,116.00002,2010/9/1,450000,160,15700,1600,0.439959558
"8 Du Maurier Road,North Lake,6163",-32.07875,115.81952,2010/9/1,605000,178,14600,3200,0.798247738
"20 Rothsay Crescent,Menora,6050",-31.91762,115.86141,2010/9/1,1400000,192,3900,3700,0.88343055
"116 Jersey Street,Jolimont,6014",-31.94376722,115.811917,2010/9/1,1455000,240,4500,929,1.961532862
"98 Randell Road,Mardella,6125",-32.30893663,115.9703332,2010/9/1,1000000,438,41100,17700,4.792387474
"10A Mary Street,Watermans Bay,6020",-31.84889369,115.7530212,2010/9/1,1550000,262,15200,4100,2.204475071
"31 Deerpark Gardens,Waterford,6152",-32.0155191,115.8905112,2010/9/1,1350000,520,7700,3300,0.232165352
"4 Byblis Place,Koongamia,6056",-31.90490769,116.0455686,2010/9/1,315000,84,18400,4500,1.942015879
"109 Bradford Street,Coolbinia,6050",-31.9123,115.85588,2010/9/1,890000,160,4400,3100,1.579701175
"410 Great Eastern Highway,Woodbridge,6056",-31.89117,115.99143,2011/1/1,415000,107,14200,100,0.350785609
"40 St Georges Avenue,Champion Lakes,6111",-32.10237068,116.0059233,2011/1/1,620000,187,21700,1400,0.31787574
"208 Marri Park Drive,Casuarina,6167",-32.233,115.88081,2011/1/1,725000,134,31300,3600,4.591589242
"2 Hayward Road,Martin,6110",-32.06149,116.01597,2011/1/1,420000,274,19200,1900,0.753357453
"92 Copley Road,Upper Swan,6069",-31.77427,116.03735,2011/1/1,1315000,323,26000,13500,5.391126448
"12 Sowden Drive,Samson,6163",-32.06936654,115.7956596,2011/1/1,495000,100,14300,5200,0.428525027
"63 McNeill Road,Champion Lakes,6111",-32.12749,115.97762,2011/1/1,820000,139,22500,3300,2.031278444
"13 Mons Street,Ashfield,6054",-31.91619,115.93991,2011/1/1,439000,118,8600,526,0.437387525
"11 Mons Street,Ashfield,6054",-31.91611,115.93982,2011/1/1,450000,130,8600,528,0.434815921
"11 Approach Road,Boya,6056",-31.92104703,116.0598727,2011/1/1,605000,190,19300,6500,1.360161482
"3 Harlow Road,Calista,6167",-32.24432871,115.8072333,2011/1/1,315000,122,32900,2400,0.980771579
"15B Cassidy Place,Murdoch,6150",-32.06421,115.82901,2011/1/1,555000,113,12800,2000,1.019078367
"3 Sabina Street,Menora,6050",-31.91458,115.86234,2011/1/1,930000,304,4200,4000,1.017472007
"132 Boomerang Road,Oldbury,6121",-32.26202,115.9111,2011/1/1,1600000,205,34800,7100,6.827799814
"44B Cunningham Terrace,Daglish,6008",-31.95093573,115.8099166,2011/1/1,1451000,219,4600,292,1.17277418
"8 Third Avenue,Woodbridge,6056",-31.89053,115.99079,2011/1/1,500000,607,14200,189,0.257813961
"72 BISDEE ROAD,Millendon,6056",-31.80569,116.03666,2011/1/1,1050000,81,23400,10100,5.002679598
"2195 Roland Road,Parkerville,6081",-31.855736,116.1393929,2011/1/1,730000,197,28600,13700,6.143178002
"38 First Avenue,Bickley,6076",-32.00844918,116.0924265,2011/1/1,820000,172,23000,11400,0.715042489
"14 Waterford Avenue,Waterford,6152",-32.01405,115.88661,2011/1/1,835000,230,7400,2900,0.625576515
"62 Anglesea Crescent,Belhus,6069",-31.77622,116.01895,2011/1/1,870000,241,24800,13000,3.75441587
"68 Valcan Road,Orange Grove,6109",-32.01612372,116.0130301,2011/1/1,1050000,222,16200,4600,2.651388565
"6 Tamalee Place,Hillman,6168",-32.28043,115.76742,2011/1/1,335000,185,37500,1200,1.265586314
"15A Broadway Road,Bickley,6076",-32.00449379,116.0889977,2011/1/1,400000,79,22500,11200,1.233897586
"13 Donavon Rise,Murdoch,6150",-32.06098,115.83099,2011/1/1,375000,234,12400,1900,1.207500928
"33 Willcox Street,Chidlow,6556",-31.86132,116.2643,2011/10/1,485000,150,39600,25100,4.406928921
"3 Glasnevin Court,Waterford,6152",-32.01708,115.88126,2011/10/1,1158000,246,7500,2500,1.115523556
"4 Clayden Street,Wooroloo,6558",-31.80302,116.31128,2011/10/1,372000,107,45900,31000,11.68456425
"23 Haig Street,Ashfield,6054",-31.91632,115.93647,2011/10/1,445000,139,8300,392,0.681348547
"234 Padbury Avenue,Herne Hill,6056",-31.814,116.03349,2011/10/1,570000,280,22500,9000,5.039901011
"75 Armadale Crescent,Coolbinia,6050",-31.913583,115.855492,2011/10/1,1300000,270,4300,3100,1.591853446
"2 Dunham Glen,Wooroloo,6558",-31.80111718,116.3096189,2011/10/1,350000,123,45800,30900,11.71474875
"1270 Coulston Road,Boya,6056",-31.91566,116.05393,2011/10/1,397500,112,18900,5700,1.976951823
"33a Ewart Street,Midvale,6056",-31.88865673,116.0216984,2011/10/1,279500,174,16900,2000,1.472423743
"3 Maley Court,Ashfield,6054",-31.91774,115.93884,2011/10/1,380000,92,8500,604,0.637010465
"29 Strathclyde Circuit,Champion Lakes,6111",-32.11765492,115.9903066,2011/10/1,199000,152,22200,2200,2.000136338
"6 Craig Street,Jarrahdale,6124",-32.33645904,116.0583487,2011/10/1,445000,208,46700,20700,9.745076258
"293 Karoborup Road,Carabooda,6033",-31.60825,115.71982,2011/10/1,780000,215,40500,3500,4.942386532
"10 Tarup Place,Hillman,6168",-32.28066,115.76449,2011/10/1,265000,150,37600,1100,0.991974103
"23 Butcher Street,Mundijong,6123",-32.29303,115.98377,2011/10/1,270000,90,39700,15700,2.693852872
"28a Canter Court,Orange Grove,6109",-32.02316189,116.0179007,2011/10/1,985000,152,17000,4400,2.694749534
"49B Albert Street,Bellevue,6056",-31.89942679,116.0332474,2011/10/1,265000,94,17500,3200,1.691767549
"3 St Georges Avenue,Champion Lakes,6111",-32.09706,116.01087,2011/10/1,440000,142,21600,1400,0.899394153
"406 Orton Road,Oldbury,6121",-32.24193,115.89157,2011/10/1,1100000,135,32400,4700,5.12955992
"21 Strathclyde Circuit,Champion Lakes,6111",-32.11717357,115.9905203,2011/10/1,205000,205,22200,2200,1.992650991
"111 Mallee Drive,Karnup,6176",-32.41894741,115.8030225,2011/10/1,800000,238,52500,11100,3.774219171
"4 WILGERUP PLACE,Hillman,6168",-32.28645,115.76382,2011/10/1,235000,160,38300,477,1.17318605
"53 Holmfirth Street,Menora,6050",-31.91694381,115.8595107,2011/10/1,1250000,223,3900,3800,1.077451682
"55 Kellet Drive,Darling Downs,6122",-32.20167,115.96743,2011/10/1,680000,231,29600,7000,4.045924662
"41 Selby Street,Daglish,6008",-31.95147653,115.804611,2011/10/1,579000,112,5100,896,0.927106257
"31 Calume Street,Hillman,6168",-32.27982,115.76166,2011/10/1,265000,121,37600,1200,0.723109887
"11b Phillips Court,Kiara,6054",-31.88419868,115.9352941,2011/10/1,392500,98,10500,3200,0.750932152
"26R Leake Street,Peppermint Grove,6011",-31.99849435,115.7644809,2011/10/1,1800000,144,10300,381,0.546760094
"2 Robin Street,Menora,6050",-31.92432617,115.8631244,2011/10/1,1340000,348,3100,2000,0.714386985
"25 Cliff Street,Marmion,6020",-31.843391,115.753579,2011/10/1,1210000,260,15700,4000,1.900945523
"43 Stuart Street,Koongamia,6056",-31.9028722,116.0388903,2011/10/1,328000,74,17900,3800,1.787616754
"25 St Georges Avenue,Champion Lakes,6111",-32.10008,116.00733,2011/10/1,490000,146,21600,1800,0.518951155
"61 Dale Place,Orange Grove,6109",-32.03117,116.01387,2011/10/1,760000,127,17100,3600,3.241576157
"73 Jade Loop,Carabooda,6033",-31.59028,115.71155,2011/10/1,1330000,247,42600,5100,6.833026663
"9B Mary Street,Watermans Bay,6020",-31.84797489,115.7534451,2011/10/1,860000,181,15300,4100,2.189142613
"8 Holmfirth Street,Menora,6050",-31.92029635,115.8642416,2011/10/1,860000,210,3600,2200,0.530089043
"4 Penny Lane,Sawyers Valley,6074",-31.90238,116.21441,2011/10/1,600000,214,34000,20200,3.205434906
"366 Walcott Street,Coolbinia,6050",-31.91668,115.8519,2011/10/1,700000,144,4000,2700,1.419358097
"31 Guildford Road,Ashfield,6054",-31.91419069,115.9352053,2011/11/1,445000,90,8400,171,0.700059042
"9 Pennell Street,Chidlow,6556",-31.86299,116.26234,2011/11/1,335000,104,39400,24900,4.173771245
"1B Hugh Street,Watermans Bay,6020",-31.85262285,115.7568225,2011/11/1,500000,100,14700,3800,1.797996786
"167 Stubbs Terrace,Daglish,6008",-31.95461414,115.808254,2011/11/1,749000,163,4800,541,0.751733455
"8 Rountree Way,Marmion,6020",-31.84051,115.75807,2011/11/1,835000,382,15700,3700,1.821155837
"113 Willcox Street,Chidlow,6556",-31.86094,116.27281,2011/11/1,394000,142,40400,25900,5.186781983
"60 Range Road,Millendon,6056",-31.80559965,116.0596811,2011/11/1,1015000,247,24800,10800,7.127963901
"15 Banjine Road,Koongamia,6056",-31.90669902,116.0443474,2011/11/1,299000,103,18200,4400,2.137762139
"7 Windoo Place,Koongamia,6056",-31.90385,116.0433,2011/11/1,310000,84,18200,4200,1.823481555
"80 Victoria Parade,Midvale,6056",-31.88732,116.02502,2011/11/1,300000,71,17300,2300,1.815683999
"91 Clifton Street,Chidlow,6556",-31.85876,116.2706,2011/11/1,377500,170,40300,25800,5.062507822
"4 Ruby Street,Bellevue,6056",-31.89871,116.03795,2011/11/1,335000,112,17900,3600,1.38702192
"42 Tokara Avenue,Henley Brook,6055",-31.8018,115.9734,2011/11/1,408000,163,19900,10500,1.409129924
"1 New Ross Lane,Waterford,6152",-32.01535,115.89054,2011/11/1,1050000,293,7600,3300,0.231440337
"30 Mader Road,Mundijong,6123",-32.29013,115.98711,2011/11/1,390000,204,39600,15400,2.31058081
"17 Devon Street,Woodbridge,6056",-31.89285431,115.9887866,2011/11/1,400000,158,13900,375,0.435585292
"5a Lennard Street,Marmion,6020",-31.84441,115.75272,2011/11/1,1072000,195,15600,4100,1.982275318
"23 Strathclyde Circuit,Champion Lakes,6111",-32.11730681,115.9905296,2011/11/1,205000,183,22200,2200,1.988290272
"6 Rainsford Way,Parkerville,6081",-31.8778,116.14094,2011/11/1,495000,196,27900,13300,4.381545641
"6 Robinson Terrace,Daglish,6008",-31.94762638,115.8170084,2011/11/1,700000,115,4000,615,1.851877702
"2 Holmfirth Street,Menora,6050",-31.9209,115.86523,2011/11/1,1050000,397,3500,2100,0.428171228
"32 Strathclyde Circuit,Champion Lakes,6111",-32.11812844,115.9904326,2011/11/1,197000,226,22300,2200,1.977945764
"15 Mons Street,Ashfield,6054",-31.91627,115.94001,2011/11/1,415000,112,8600,552,0.439789802
"2 Telford Street,Marmion,6020",-31.84328,115.76149,2011/11/1,750000,224,15200,3300,1.734537851
"7 Lundy Cove,Kiara,6054",-31.88004,115.93455,2011/11/1,378000,130,10800,3700,0.292781352
"2 Congha Court,Hillman,6168",-32.28263,115.763,2011/11/1,150000,109,37900,854,0.898849243
"245 Helena Terrace,Sawyers Valley,6074",-31.90374292,116.1992056,2011/11/1,400000,127,32500,18600,1.87424967
"16 Hanlin Way,Samson,6163",-32.07203106,115.7970017,2011/11/1,532500,126,14600,5100,0.350119371
"16 Dacelo Vista,Waterford,6152",-32.01378353,115.8948144,2011/11/1,499900,311,7600,3700,0.271259836
"24 Welara Circle,Henley Brook,6055",-31.79641,115.97014,2011/11/1,590000,200,20300,11400,1.329003874
"77 Willcox Street,Chidlow,6556",-31.861,116.26896,2011/11/1,274000,72,40100,25600,4.836647892
"19 Peterborough Circle,North Lake,6163",-32.08326,115.84782,2011/11/1,580000,198,14600,1900,1.256973807
"54 Welara Circle,Henley Brook,6055",-31.79803,115.97238,2011/11/1,275000,200,20200,11000,1.301963026
"53 Hardinge Road,Orange Grove,6109",-32.02989,116.02779,2011/11/1,1000000,265,18100,4800,2.784179521
"39 Bruns Drive,Darling Downs,6122",-32.19029635,116.0113583,2011/11/1,855000,341,30200,4100,3.212508284
"18 Dacelo Vista,Waterford,6152",-32.01364821,115.894834,2011/11/1,469900,277,7600,3700,0.284106072
"19 Maidos Street,Ashfield,6054",-31.91574,115.93526,2011/11/1,425000,140,8300,333,0.74955275
"26 Tarbenian Way,Brigadoon,6069",-31.7829495,116.0754957,2011/11/1,880000,185,27800,14000,8.607061549
"7a Quebec Road,Woodbridge,6056",-31.89467,115.99464,2011/11/1,445000,135,14300,407,0.842646813
"25 Montreal Road,Woodbridge,6056",-31.89439,115.9931,2011/11/1,775000,239,14200,353,0.729516658
"17 Nowranie Place,Hillman,6168",-32.28386,115.76597,2011/12/1,347500,178,37900,828,1.208164433
"8 Hazelmere Circus,Hazelmere,6055",-31.90761,115.99209,2011/12/1,560000,210,13500,1800,1.79079985
"36 Flora Terrace,Watermans Bay,6020",-31.84909,115.75462,2011/12/1,425000,185,15100,4000,2.052192641
"51 McDonald Street,Herne Hill,6056",-31.82438,116.02302,2011/12/1,345000,90,21000,7700,3.920943463
"11 Emile Court,North Lake,6163",-32.08014,115.81909,2011/12/1,500000,169,14700,3300,0.893947065
"40 Heidelberg Road,Bickley,6076",-32.00013,116.09198,2011/12/1,730000,145,22600,11700,1.635611042
"47 Adair Parade,Coolbinia,6050",-31.91676,115.8566,2011/12/1,875000,155,4000,3200,1.337001601
"32 Adonis Street,Mundijong,6123",-32.29384,115.97838,2011/12/1,700000,191,39700,15900,2.950637533
"2425 Richardson Road,Parkerville,6081",-31.87445,116.13972,2011/12/1,445000,110,27900,13300,4.683858925
"34 Gosnells Road,Martin,6110",-32.05222,116.01866,2011/12/1,550000,126,18300,996,1.798340442
"20 Harper Street,Woodbridge,6056",-31.88867,115.99595,2011/12/1,345000,87,14700,439,0.675392291
"7 Wallace Street,Mundijong,6123",-32.29356,115.98086,2011/12/1,575000,241,39700,15800,2.833416174
"41 Elvire Street,Watermans Bay,6020",-31.85184192,115.7564651,2011/12/1,630000,243,14800,3900,1.835792977
"136 Marine Terrace,Marmion,6020",-31.83785,115.76243,2011/12/1,680000,168,15600,3300,1.828325055
"26A Beach Road,Watermans Bay,6020",-31.84652995,115.7540737,2011/12/1,800000,142,15400,4000,2.179431089
"10 Lonnie Street,Daglish,6008",-31.95594,115.80538,2011/12/1,775000,128,5000,403,0.47435083
"49 Kenton Way,Calista,6167",-32.24317,115.80633,2011/12/1,170000,97,32800,2500,0.965902509
"230 Soldiers Road,Cardup,6122",-32.24188,116.00087,2011/12/1,330000,132,34900,9900,2.054206456
"89 Milina Street,Hillman,6168",-32.28695,115.76429,2011/12/1,247000,122,38300,455,1.242329485
"8 Hibbertia Court,Jarrahdale,6124",-32.34618748,116.054906,2011/12/1,575000,263,47400,21600,10.40370291
"77 Walanna Drive,Karawara,6152",-32.00567786,115.8861303,2011/12/1,607500,130,6500,2900,1.117405069
"15 Roberta Street,Jolimont,6014",-31.94957232,115.8081888,2011/12/1,970000,250,4800,536,1.228019139
"68 Scott Street,Boya,6056",-31.91019,116.04756,2011/12/1,419000,141,18400,4900,2.544367085
"42 Bernborough Way,Darling Downs,6122",-32.18551,115.98813,2011/12/1,750000,173,28700,4200,3.078850015
"6 Holmesdale Road,Woodbridge,6056",-31.89250117,115.9954619,2011/12/1,350000,153,14500,309,0.743115944
"45 Sowden Drive,Samson,6163",-32.06832774,115.7955003,2011/12/1,576000,150,14200,5200,0.525637419
"73 Calista Avenue,Calista,6167",-32.24655,115.80681,2011/12/1,420000,220,33100,2200,1.189319902
"42 Collis Road,Wattleup,6166",-32.16271022,115.8130573,2011/12/1,800000,157,23800,6000,4.380526242
"11 Ficus Cove,Brigadoon,6069",-31.768282,116.0750243,2011/12/1,350000,180,28900,15400,8.951729382
"15 Tarup Place,Hillman,6168",-32.28118,115.76391,2011/12/1,258000,112,37700,1000,0.944069918
"2 Mary Street,Watermans Bay,6020",-31.84857424,115.7523378,2011/12/1,2050000,292,15300,4200,2.275105837
"57 Ewart Street,Midvale,6056",-31.88631,116.02155,2011/12/1,280000,94,17000,2000,1.551161326
"12 Giddens Court,North Lake,6163",-32.07962,115.82071,2011/12/1,500000,192,14600,3200,0.945645406
"26 Strathclyde Circuit,Champion Lakes,6111",-32.11785058,115.9907584,2011/12/1,197000,221,22200,2200,1.953958034
"160 Carmel Road,Carmel,6076",-32.01989,116.0913,2011/12/1,480000,178,23200,10800,0.629225073
"115 Forrest Street,Peppermint Grove,6011",-31.99635,115.764913,2011/12/1,2150000,215,10200,383,0.306772591
"335 Walcott Street,Coolbinia,6050",-31.91861,115.8532,2011/2/1,670000,168,3800,2600,1.334880943
"4 Scottsdale Court,North Lake,6163",-32.08267,115.84629,2011/2/1,860000,237,14600,1900,1.309727778
"57 Calume Street,Hillman,6168",-32.27992,115.76463,2011/2/1,300000,124,37500,1200,1.002221102
"115 Willcox Street,Chidlow,6556",-31.86094,116.27313,2011/2/1,322500,122,40400,26000,5.215813662
"11 Withers Close,Murdoch,6150",-32.06094293,115.8278751,2011/2/1,850000,229,12500,2200,1.390768722
"95 Holmfirth Street,Coolbinia,6050",-31.91471,115.85689,2011/2/1,950000,291,4100,3200,1.413766646
"52 Northcote Street,Chidlow,6556",-31.85827,116.27126,2011/2/1,350000,77,40300,25800,5.139585943
"20A Westland Place,Waterford,6152",-32.01551,115.88889,2011/2/1,652000,171,7600,3200,0.384914305
"423 Walcott Street,Coolbinia,6050",-31.91510114,115.8492012,2011/2/1,515000,109,4200,2500,1.447820472
"44 Almeria Parade,Upper Swan,6069",-31.77092342,116.0268025,2011/2/1,620000,323,25700,13700,4.698212663
"208 Shanley Road,Mardella,6125",-32.31947114,115.9881333,2011/2/1,800000,197,42400,18200,5.548558423
"705 Victoria Road,Hovea,6071",-31.88279,116.12505,2011/2/1,815000,104,26300,11800,4.196438126
"60 Amherst Road,Woodbridge,6056",-31.89265,115.99803,2011/2/1,316666,320,14700,299,0.819638977
"20 Allendale Entrance,North Lake,6163",-32.08182,115.84359,2011/2/1,740000,222,14500,1900,1.452637849
"20 George Street,Jarrahdale,6124",-32.33965914,116.0654075,2011/2/1,450000,127,47400,21300,10.44942147
"82 Kowin Court,Cardup,6122",-32.24347785,115.953959,2011/2/1,900000,334,33700,10700,4.561179694
"5 Du Maurier Road,North Lake,6163",-32.07929,115.81862,2011/2/1,500000,120,14600,3300,0.791060541
"126 Clifton Street,Chidlow,6556",-31.8594,116.27409,2011/2/1,500000,191,40600,26100,5.352375165
"37 Maley Street,Ashfield,6054",-31.91786116,115.9398272,2011/2/1,135000,134,8500,668,0.604432167
"458 Eleventh Road,Haynes,6112",-32.16082831,115.9808234,2011/2/1,1133000,167,25900,3100,1.694938404
"8 Whitehall Road,Hazelmere,6055",-31.9073,115.99011,2011/2/1,500000,156,13400,1800,1.666998715
"48 Alice Road,Cardup,6122",-32.24554,115.99792,2011/2/1,490000,110,35200,10300,2.487166573
"139 Railway Parade,Upper Swan,6069",-31.76586,116.02456,2011/2/1,555000,241,26000,14200,4.86414454
"59 Haig Street,Ashfield,6054",-31.91422,115.93957,2011/2/1,400000,132,8700,371,0.309736944
"1440 Needham Road,Wooroloo,6558",-31.80595,116.2982,2011/2/1,770000,217,44600,29700,10.56960458
"61 Haig Street,Ashfield,6054",-31.91415,115.93967,2011/2/1,400000,132,8700,376,0.297752055
"1435 Hidden Valley Road,Parkerville,6081",-31.84409,116.12089,2011/2/1,930000,267,27500,12500,7.578714669
"3 Doneraile Court,Waterford,6152",-32.01578,115.88901,2011/2/1,828000,186,7600,3200,0.373532689
"19 Bunderra Close,Karawara,6152",-32.00704,115.88251,2011/3/1,490000,95,6500,2500,1.134936967
"28A Mary Street,Watermans Bay,6020",-31.84876,115.75471,2011/3/1,820000,131,15100,4000,2.052005135
"44 Alice Road,Cardup,6122",-32.24523007,115.9980315,2011/3/1,285000,312,35200,10300,2.451516359
"37 Margaret Street,Watermans Bay,6020",-31.8505,115.75553,2011/3/1,935000,131,15000,3900,1.939644561
"15 Dumbarton Crescent,Menora,6050",-31.92121,115.85845,2011/3/1,975000,141,3400,3300,1.06675982
"8 Greig Court,Marmion,6020",-31.83601,115.76216,2011/3/1,680000,180,15800,2900,1.637691852
"21 Aquanita Rise,Darling Downs,6122",-32.2017167,116.0111793,2011/3/1,845000,298,31300,5400,2.569026422
"43 Adair Parade,Coolbinia,6050",-31.91697,115.85636,2011/3/1,927000,315,3900,3200,1.349703348
"117 Oakover Road,Herne Hill,6056",-31.8443,116.028,2011/3/1,920000,197,20000,5900,2.187105954
"18 Brookes Way,Calista,6167",-32.24603341,115.8072951,2011/3/1,370000,168,33100,2200,1.115949329
"62 Waterford Avenue,Waterford,6152",-32.01698,115.88863,2011/3/1,1150000,260,7700,3200,0.434906354
"91 Stubbs Terrace,Daglish,6008",-31.95121277,115.8131135,2011/3/1,867500,187,4300,94,1.341906932
